match_id,avg_elo,winner,diff_villagers_snapshot,diff_apm,diff_queues,diff_builds,diff_orders
67387496,1144.5,1,1,-6.95,-4,3,43
128257371,1874.5,0,4,0.6,-5,13,15
64398583,1239,0,4,9.65,6,-4,53
123562129,1145.5,1,7,-20.2,-10,-4,-5
97465830,1039.5,0,5,-2.4,6,-3,-2
58277965,1224,1,5,10.05,-10,-6,1
89781879,1263.5,0,-12,-0.3,-21,-3,-3
132221195,1023,1,3,3.25,4,6,5
95844886,958.5,0,-6,-7.1,-5,-8,-53
122433359,1117,1,7,3.75,-15,2,15
85930816,968.5,1,-1,-7.2,0,-1,9
136379924,1152,0,24,-14.75,40,17,15
73492037,944,0,0,5.15,10,0,7
120930823,1701.5,0,-13,-9.35,-4,-3,-22
52138822,1434,1,-2,3.35,-7,-2,15
124464177,1017.5,1,12,-9.5,16,1,56
125284858,1092,0,-2,-1.1,-10,-3,-28
118920874,1027.5,0,-3,-3.85,7,-8,-1
93638500,906.5,0,1,26.45,4,-7,51
52089269,921,0,5,-2.45,7,-7,-7
85032458,1023,1,1,-4.55,-10,-1,-23
74422376,979.5,0,5,20.8,-11,-8,10
81169733,1177.5,0,-1,-27.2,-7,2,-94
120249652,2094,1,8,-13.5,19,29,39
101290133,2212.5,0,21,7.1,21,-1,18
96812366,1070.5,1,-1,3.95,-20,9,41
124093979,1142.5,1,3,-9.1,12,3,-29
58771579,1081,1,6,-22.75,-16,14,-28
112931788,1156.5,1,25,-22.7,28,2,36
137216266,1068,1,-1,-12.45,4,-11,-36
97846502,1023,0,8,-1.9,-2,-6,10
139493010,1353.5,1,-9,-38.55,-24,-11,-49
87105464,1031.5,0,5,-13.35,13,-1,1
125906344,904.5,1,4,-24.7,13,-13,-18
108529734,1356,1,6,14.4,14,-5,15
57860098,1129,0,5,-13.05,-10,8,-19
88252623,963.5,1,0,-2.85,5,1,-19
51932822,991,1,5,-11.5,15,6,17
64780600,1001,1,-6,-36.3,-4,-13,3
82321735,950,0,-35,-2.1,-44,14,5
71689118,1975.5,1,8,-21.15,27,3,-49
56042618,1017,1,16,9.6,22,6,24
85452224,1127,1,-2,-34.65,-1,0,1
125707079,1166,1,-2,25.25,-17,2,33
121843319,1395,1,2,-18.2,-9,-4,9
70413000,1111.5,1,1,18.65,-2,-5,4
55560228,1049,0,-5,-36.5,-7,-8,-32
72017342,1258.5,0,39,24.1,36,-5,70
122348636,1179,0,3,10.15,22,17,-1
87391855,1050.5,1,15,7.8,15,5,-23
85450288,1002.5,1,-3,-21.9,-16,-3,-82
99531720,1702,0,-16,-10.45,-32,2,46
110532159,1750.5,0,0,-31.7,-4,-6,15
90500046,1115.5,1,3,-5.75,3,-4,6
73110296,1014,1,6,-4.7,4,3,22
87609891,1770,0,-2,7.7,-3,2,43
110509753,1021.5,1,15,-3.7,28,3,47
126691450,1178,1,15,14.5,14,-8,76
65408250,941.5,0,12,3.4,-6,12,32
139885535,995.5,1,0,-23.8,7,7,11
54322780,935.5,1,17,-11.45,17,1,31
115933758,949.5,1,-16,-9.05,-14,-1,30
113693924,1135.5,0,-2,-2.8,-4,-8,-24
64884091,1047.5,0,30,-10.3,30,10,-47
123549154,952.5,1,-9,-12.05,-5,-9,1
95912932,1039,1,-7,0.9,-6,-14,-4
141036152,993.5,0,7,11.25,7,-11,528
63032791,1319.5,0,1,1.75,3,1,24
134697579,1089,1,-21,9.6,-8,-13,49
107228144,1813,1,8,-11.65,11,-4,8
140897085,1897.5,0,-11,-2.2,-4,2,43
115752492,1072.5,0,-21,-32,-27,-21,-56
123803648,1002,1,-6,-26.55,-15,-3,-109
93101853,1287,0,3,-6.8,17,8,-9
105197984,1176,1,-15,-5.6,-32,-11,-35
135324818,1171,0,-20,-11.85,-29,-10,-7
109615372,1019,1,11,-5,18,-8,-6
58859725,1164.5,0,14,6.6,-2,10,13
129042506,1471.5,1,1,6.6,7,8,-3
110478698,1203,1,-10,-26.1,-13,-15,-34
65629890,1047.5,0,7,-9.65,9,-7,-27
92773773,1465,1,2,-29.15,-2,8,-24
106942536,1914.5,1,-2,-29.1,-2,-9,-35
59943702,931,0,7,13.2,8,17,32
89611076,1001,0,3,1.9,11,-7,6
112708708,1485,1,-4,-27.85,10,-2,-106
106049007,1306.5,0,13,-29.1,6,-8,-36
76020970,1074,0,3,12.3,2,17,23
139672400,901.5,1,10,-13.2,17,-2,-13
93468174,1092.5,0,8,-1.95,10,3,-15
79987313,900.5,1,-8,-4.8,-16,5,-11
133738140,1251.5,1,-13,-0.95,-19,2,48
123049650,1078.5,1,15,-2.65,10,0,23
62343827,1022.5,0,14,16.75,9,-4,7
135609397,1120,1,-4,-3.85,-8,8,-22
80230059,956,0,12,0.95,30,14,22
127833501,1526.5,0,-2,-12.05,-27,4,30
139785742,912.5,1,0,-19.45,-24,-2,-11
108322968,1165.5,0,6,-15.5,11,9,-5
116178699,1696,1,0,-25.45,-20,6,-18
67631259,909,1,-1,-9.8,8,7,1
92688983,943,0,0,21.1,10,-12,-11
88210136,934.5,1,8,0.05,0,-3,-14
126025860,1040,0,-12,-2,-7,-5,8
64539676,961.5,1,-17,-14.95,-17,-8,-14
83722440,983,0,-4,1.25,15,-7,-9
57045240,1131,1,12,-7.7,41,-9,-15
127347223,1294,1,-2,1.15,-3,-6,18
108408881,1160,0,10,-12.05,20,0,15
113095463,1140,0,-4,-27.55,-7,5,-8
123948572,944.5,0,16,15.2,46,5,91
77690645,1004,1,3,-13.85,12,-6,8
104241025,1446,0,-1,-24.35,0,-5,-1
126909803,1575,0,2,-15.3,-4,-4,7
73290032,1501,1,4,-24.15,1,-8,36
92545428,979.5,0,-3,-3.45,1,-8,11
134412862,1183.5,1,14,-12.65,25,-1,81
128017092,1288,0,4,-23.4,-16,23,-53
104651152,1000,0,-6,-34.35,-10,0,-5
116700749,1139,1,-3,-32.2,-8,3,-81
113190339,1055,0,27,24.6,68,22,33
138944788,1597.5,1,-7,-15,-11,-3,27
73448802,911,0,-9,4.15,-3,-5,-125
82652293,911,0,-5,4,-2,2,10
92734283,1091.5,0,-3,3.6,-8,-1,2
91161429,1182.5,1,-10,9.3,-16,0,51
84193028,1326.5,1,1,3.25,-3,1,-13
66940358,1041,1,8,-9.45,-3,-1,-19
128678273,1712,0,-5,-13.95,-16,0,-2
84076008,1041,1,4,4.2,-13,3,-59
101177828,1353,1,-4,-4.65,10,-2,-23
106984386,1118,0,9,-54,13,3,-35
135550246,1103.5,0,0,-14.6,-8,8,129
120056987,1202,0,-8,-22.35,-5,0,-9
65922683,1253,0,-10,-3.2,-2,7,17
99092217,1151,0,-10,-40.35,-11,-8,58
121754308,1241.5,1,7,-19.5,15,-4,-25
91093762,966.5,1,4,-12.6,6,-4,28
115574795,1024,0,-2,1.95,-6,-9,117
81727981,1087.5,1,-8,-16.8,-15,-3,128
109002138,1048,0,5,-14.9,-1,3,-13
100328430,1557.5,0,-8,-33.15,-20,-6,-128
109951585,1022.5,1,-29,7.05,-32,-9,18
50029674,1122.5,0,1,13.8,10,2,52
91293407,1174,1,-9,6.8,-25,1,2
84697400,1146.5,0,-19,-12.25,-11,17,17
91132729,906,1,5,-7.7,4,13,-20
138973618,994.5,1,0,-25.9,4,2,-8
99959820,1123,1,-13,-26.9,-17,0,-3
65211506,1013.5,1,2,-9.8,3,-6,-22
95752148,1664,0,-2,-26.25,-2,-1,-42
62795847,1065,1,1,-9.75,9,16,-45
52293589,1164.5,1,5,5.1,1,-2,27
77410867,997,0,9,7.05,13,9,28
87889395,946,1,-4,-4.05,-24,5,12
107839512,1092.5,0,2,-10.1,-4,8,-26
109691994,1132,1,2,7,9,1,43
72247226,952,1,-13,-9.1,-27,0,-11
81629666,930.5,0,-18,-14.5,-18,-1,-34
88607906,1101.5,1,-12,-9.7,-20,-6,-43
102228120,1536,0,-5,-17.05,-3,-9,-39
133536463,957.5,0,-6,-5.95,-4,-13,10
106759621,1401,1,-4,13.05,-11,-7,47
105560118,914,0,10,-25.7,16,19,1
105116005,1195,1,5,13.05,3,0,-37
137563415,1093,1,-7,-3.5,-6,-28,12
79254897,1000,1,4,-8.8,4,-4,8
102051307,1000.5,1,-8,-9.95,-7,11,-3
77359605,1308.5,0,-1,-10.4,-7,-18,-24
68653698,1392,0,4,-18,-5,-3,-46
71527970,1190,0,1,-8,5,-4,-6
49997237,1003,0,10,-9.05,5,8,-41
110337995,1358.5,1,4,-5.35,-5,3,-19
83492911,1140.5,0,-3,-3.5,-11,-2,-12
92710449,1001.5,1,10,1.05,5,6,-12
131120979,911,1,-4,-8.25,-7,-6,-14
119340205,921,1,-5,-26.25,-5,-12,-38
131030382,1048,0,-1,-7.55,-1,-2,26
102148137,1718.5,1,19,-19.6,18,6,38
74121043,1122,0,12,-4.7,24,3,17
131711353,1443.5,1,0,-11.2,-9,-18,3
138531448,1064,0,6,-4.95,8,-2,-3
124643518,1033.5,0,9,-5.95,5,0,76
139253573,1398.5,1,3,-19.65,2,1,-31
72617913,952,0,11,7.8,6,14,19
124422240,1129,0,14,-23,20,4,1
99596564,1069,0,24,9.9,35,-15,19
82981870,1617.5,1,7,-55.5,15,2,-106
52199318,983.5,0,2,-6.45,0,-8,-2
54220631,1506,1,6,-18.85,-6,1,-39
121248538,902,1,1,-12.85,-7,5,-6
107461979,1611,0,29,3.55,25,0,6
92877240,1178,0,0,-7.65,11,-11,1
133669714,1141,1,-14,10.55,-14,-6,91
118735428,1101.5,1,-4,11,0,-12,16
134062425,1284,1,-17,-14.25,-21,-16,0
104578119,1016.5,1,6,2.8,-6,1,-15
131973701,1012.5,0,0,9.95,6,0,66
83623948,1075.5,0,6,-24.95,11,-1,-54
89627041,1352,0,4,-19.45,10,-18,45
110919936,1555,0,2,13.15,-10,7,25
59081186,1192,1,8,33.05,8,16,45
87366122,984.5,1,-30,-5.45,-25,6,75
125555945,1165,1,2,-16.85,-14,-11,0
134165346,905,0,4,-16.45,-2,11,-18
92003382,1077,0,-5,-39.8,-6,1,-30
115605345,979.5,0,11,12.5,27,8,-11
103251271,900,0,3,-11.45,2,10,-18
112542667,1105.5,0,7,19.75,17,9,56
117985143,1082.5,1,-20,-26.6,-12,-6,-66
123264069,1070,1,3,-35,18,5,-77
68700234,1185,0,-10,-1.45,-19,-11,103
71830947,1347,1,-4,-12.3,-10,-2,-6
88152347,924,1,4,-5.15,-2,-5,2
86118027,1093.5,0,-1,-23.4,24,2,22
128886633,1037,1,-23,-22.35,-16,-12,7
129332664,1155,1,-5,-5.85,-1,-1,12
116052123,1023.5,1,-21,9,-22,9,13
88797476,1010.5,1,4,-17,-1,5,18
137874691,1177,1,-1,-10.3,1,-5,13
89783950,1196.5,1,10,-17.5,1,1,-82
128540268,1027,1,-5,-20.85,-25,-1,116
90266635,1147,1,2,-15.8,-3,10,-6
82787687,988,0,0,-10.9,4,-2,-4
87307432,1084,1,7,0.6,18,-2,-4
127707452,987.5,0,25,16.85,25,4,-14
126282705,1425,0,12,1.7,37,2,37
65346661,1536.5,0,-33,19.1,-27,0,74
51655670,1077.5,1,-4,-4.6,1,10,23
116779760,1040,0,15,-5.25,9,3,4
90050733,1106,1,5,-18.5,5,2,-5
68251874,1847,1,0,-21,4,3,-49
85603005,1523,0,-27,-4.95,-41,-3,-3
136991432,969.5,1,-8,-17.9,-3,-11,8
70329681,1115,0,-4,-7.75,-13,0,-25
137706806,1086.5,1,-4,-2.4,5,1,23
71463525,1642.5,0,-4,4.45,-3,-9,24
115011151,1089,1,2,-29.65,-1,-4,35
86956285,1719,1,-5,-15.3,-9,-3,14
102715026,1039.5,0,-13,5.3,-16,-18,37
110652808,951,0,-3,-16,-6,0,22
58757995,1004.5,0,6,14.9,0,5,-7
103810659,1109.5,0,-2,-3.35,5,2,-8
84424541,978,0,4,-5.8,8,3,-16
91927241,1236,1,-20,-29.45,-20,-9,-53
118847744,1066.5,1,-16,-27.4,-18,-3,-14
108877746,1124,1,5,-8.25,14,8,-19
84304316,1050,1,0,-0.65,-7,9,-7
59305840,1155.5,1,16,-16.5,18,10,-36
70011318,1220,0,-4,-10.05,-3,-1,15
130652660,1049,0,-1,5.2,0,-4,36
108336486,953.5,0,9,2.15,16,1,7
54123086,929.5,0,-2,-1.6,1,-5,7
68502355,1812,1,1,9.1,7,-5,88
90999534,1041,1,0,-5.45,1,-2,-20
135624025,1001.5,0,2,-13.85,9,11,-41
65919340,1044.5,0,2,-3.9,-8,5,4
109700037,927,0,-12,-5.55,-13,-5,-36
53118276,1256.5,0,4,13.15,-1,-11,-1
59559241,1160,1,4,-1.45,13,4,-33
64254662,1130,0,0,-20.7,6,-29,-15
88261808,943,1,-5,6.3,9,-5,34
56263501,1052.5,1,-10,-17.9,-2,-8,-29
115973429,1064.5,1,-12,-14.5,-8,-14,-8
100977446,1021,1,1,-12.25,-10,3,-21
134867736,1213,1,-14,-14.5,-13,-10,-23
71437041,1024,0,1,35,12,7,96
54079081,1149,1,-5,-15.9,-3,4,6
99621672,910,1,9,-3.65,0,0,49
139679377,1494,1,-8,-32.7,-13,11,-84
118492857,1339,0,21,-22.6,19,15,-17
72231935,1163,1,-1,-0.75,8,16,51
93957199,1141.5,0,-6,-1.15,4,-4,20
95031816,1076,0,-2,-11.2,-9,-10,-2
90570275,938,0,-2,-24.45,3,2,-15
74937196,1059.5,0,0,6,2,-16,11
93262715,1394,1,-11,-27.45,-23,3,-47
61493904,905,1,12,-10.55,9,6,1
58745050,981,1,-34,-36.95,-32,-11,27
72952334,1080.5,1,3,9.35,17,-12,32
126365994,990.5,0,-12,-15.55,-16,9,-2
90687929,1186.5,0,10,9.35,12,-1,8
123186038,1123.5,0,4,3,8,12,62
117403730,1678.5,0,-20,-8.8,-25,-8,24
71416375,986.5,0,0,-0.65,21,3,16
77853962,1140.5,1,-8,9,-8,-21,94
129666215,1470,1,-11,-24.75,-12,-3,-6
105650711,1040,1,5,-6,-1,-6,7
50277487,1105.5,0,2,3.3,0,14,5
62756876,1009.5,1,23,-12.95,32,-1,-9
89252922,1100.5,0,-3,-18.2,-19,3,15
82547431,1064.5,1,-2,1.05,-13,-2,17
100702295,1682,1,-17,-0.15,-18,-6,-12
77447013,994.5,1,-4,-20,0,1,-8
137449948,1016.5,1,6,5.55,17,7,25
124042358,1017.5,0,3,10.8,11,-10,-13
63418075,1072.5,1,-18,-34.6,-27,-18,-10
123993251,950.5,0,3,-6.75,5,2,20
104087998,1190,1,-1,-45.2,5,2,-116
119160319,1058.5,1,-11,-20.3,-15,3,-18
67539146,1066.5,1,-7,-4.05,-3,-4,-45
125246423,1093,1,4,-12.65,16,3,11
78123108,1042.5,1,5,18.8,-4,-21,37
134663513,948,1,-23,-25.7,-23,8,-65
77176348,949,1,4,-31.6,5,-9,-29
68890517,915,1,-4,-8.25,5,-2,-26
139258298,1073.5,1,3,21.7,1,3,-14
80087778,1154,0,-15,-3.7,-25,-1,-8
90775904,1434.5,0,-3,-3.95,-8,7,19
71452447,1118.5,0,-4,6.6,-4,0,30
56255845,914.5,1,-1,-19.05,9,3,1
104985711,1021,0,1,-0.9,5,-8,3
66642860,933,1,27,9.75,14,-3,5
125648756,1122.5,1,18,-30.2,-3,2,-34
131278892,1246,0,2,-12.25,7,8,-17
93557920,1288.5,1,6,-2.95,-9,-4,-24
55231924,1104,0,-7,-24.85,4,-6,22
81842664,1041,1,-2,5.45,-5,-4,-7
85188933,916.5,1,-4,-2.05,-2,0,-31
123001210,904.5,0,11,-0.85,18,3,47
59088516,1194,0,5,-25.8,18,-5,16
118219093,1009.5,0,-10,-19,-24,-1,7
56754796,1148,1,-12,-5.5,-9,-5,-5
131543646,921,0,-1,6.05,1,0,9
111055733,1083,1,-6,13.45,-5,-2,0
61724399,1155,1,2,-10.2,9,-6,-81
98629296,1017,1,-12,-1.1,-12,-8,9
99393606,1228,0,12,-17.3,18,9,17
100676006,1008,0,-20,4.25,-20,-5,0
66034877,1552,1,20,-10.4,25,11,-38
95876023,1380,0,2,-18.6,-17,0,-30
123391976,1428,1,-3,-4.8,-14,1,39
89817703,1219.5,1,-1,-26.95,-8,-1,-22
127329692,935.5,1,1,1.35,1,-7,13
130683216,1165,1,1,-18.35,13,-3,-18
94789792,945,1,-9,-32.9,-29,-8,-31
64875515,1134,0,1,-8.35,-12,5,-42
82493913,928.5,1,-17,-15.2,-12,-3,-2
119545139,1016,1,8,-18.15,19,-6,8
97181001,1179.5,0,-3,-4.65,-6,11,30
126395382,1120.5,1,29,9.8,48,13,-2
51704198,1144,0,17,-19.8,19,-3,-33
102590082,965,0,-6,-16.05,-12,-12,-64
124580363,984.5,1,-23,2.55,-25,-9,30
50472825,980,1,9,-15.2,13,3,7
90932683,912,1,5,-10.1,14,9,-22
138393446,1227.5,0,13,-18.75,26,3,7
136928667,917,1,-5,-9.35,0,-5,-36
104092723,1450,0,-7,9.15,-10,0,-9
141328044,901.5,1,-8,-34.45,-7,-7,-5
50379832,931.5,1,1,-11.35,4,-5,3
128081008,1081,1,-6,9.3,-26,-10,38
95333079,1408,0,11,-14.1,-2,-2,21
90905311,1171,0,-13,-8.6,-23,7,-29
72823072,1065.5,0,-1,-2.1,-15,11,51
120714171,1555,0,-8,-10.45,16,4,-19
112910254,1109.5,1,7,-21.75,10,0,16
116983496,1254,1,2,-9.85,2,0,-15
64446528,901,1,-5,-26.25,-6,-13,-34
100463476,952,0,8,-2.05,20,5,25
117166312,1059.5,0,-10,-15.7,-3,-13,-13
120985943,1009,1,-3,-18.8,6,-6,13
76983538,1542.5,1,49,1.75,49,5,45
108619221,1359.5,0,8,-4.25,17,14,-21
107739783,1185.5,1,3,-7.75,1,-1,23
131962701,907.5,0,13,9.8,32,3,34
120309510,1252,1,1,2.5,1,-7,20
137743638,958,0,-3,-21.2,-3,-3,2
85252826,947,0,11,14.4,11,12,-6
139487911,920.5,0,19,-9.6,18,11,5
133289105,1092.5,0,-4,-13,-6,4,-12
125337168,1345,1,-7,-28.4,-16,-2,-31
88979646,1423.5,1,-21,2.55,-35,14,11
100236440,1013,0,18,-0.05,25,14,12
99794094,995,1,-8,-17.15,-14,-5,-3
138680631,1225,1,24,1.35,27,6,-2
87048881,931.5,1,2,15.2,11,3,25
56099317,1390,1,-4,-21.7,-3,-5,-17
133491318,1164.5,1,19,-19.4,11,-1,24
129892691,1647.5,0,-4,-11.7,-8,5,9
51651301,966,0,17,12,32,-1,11
51466165,1659,0,1,-14.75,5,1,40
137561621,1348,1,-9,-24.4,-8,-2,3
82511711,1021.5,1,-1,7,4,-8,21
129232900,933,1,10,-4.05,10,-9,-5
90358503,973.5,1,-7,-9.3,-7,4,-12
110728555,961,1,1,-23.15,2,-11,-46
136863130,1168,0,0,-0.1,-2,-4,-7
121787774,1096,1,-13,-9.45,-15,-6,10
88200185,1059,0,1,-37.7,-13,6,-53
93297820,1024,1,21,14.45,25,4,37
130519292,1703.5,1,5,-27.45,6,-6,-7
80024855,963,0,6,9.05,5,12,7
109082040,1110,1,2,-3,2,-5,11
124917584,1016,1,9,-36.45,10,-4,-14
90656661,1101.5,1,-6,-23.05,-7,-9,-72
53419591,1441,0,-1,-3.75,2,4,23
82558701,1023.5,1,-15,-20.35,-13,-8,20
54015070,1749,0,-5,-50.6,-13,-1,-99
113780215,1082.5,1,-13,-18.7,-9,-6,-26
108271584,1547,0,-1,-41.95,1,-3,-25
69688943,1950.5,0,-7,-26.6,-21,6,-55
76006415,1363.5,1,-4,9.5,2,7,26
68681993,1133,1,-1,-23.4,14,-6,-3
135707824,1111,0,-4,1.1,7,5,-17
131659294,1107.5,0,20,-15.8,23,-14,13
125345058,1710.5,0,17,-42.7,31,-14,22
92923908,1192.5,0,-2,-5.8,-15,5,20
70128282,1087,0,9,10.55,10,-17,36
67418584,1538,1,-11,-11.45,-5,-1,-24
88082825,1192.5,0,-9,10.55,-12,11,52
135750953,1480,1,10,-12.05,36,8,-9
55763169,1305.5,0,-2,-0.85,-8,16,-29
100895595,1051,0,-14,-7.3,-5,-18,13
119077515,932.5,0,5,-6.4,6,5,3
139681931,1156,0,14,-14,8,-6,-77
80854338,1100,1,-8,-10.2,-19,-13,65
86555339,1263,0,-16,-27.45,-23,-8,-44
120714485,931.5,0,9,25.4,22,10,14
113600699,1506.5,1,-8,2.3,-8,-1,11
131241496,1010.5,0,20,-26.15,20,-8,0
67207625,1021,1,-31,-30.75,-31,-7,-29
100487746,925,0,15,12.25,32,8,-14
134834880,1053.5,0,28,-2.15,35,21,19
117727561,958,0,14,-23.4,9,-1,-18
94966202,985.5,0,10,-7.55,26,10,-8
127547490,1394,1,-2,-35.95,-7,5,21
78650785,1214,0,-5,-15.8,-2,8,-70
83210283,1122,1,-37,0.55,-41,5,-32
136810421,1529.5,1,1,-3.25,7,4,27
92897527,1012,1,-6,-11.55,-6,-1,-6
134882026,1167,0,8,20.6,11,5,-11
117016749,1123,0,-6,-7.7,-8,2,-9
96321258,1727.5,0,-7,-7.5,-15,9,-15
59345341,1002.5,1,-3,20.05,-6,-2,73
88356732,940.5,1,-8,-23.7,-12,3,-10
53038094,1270,0,4,0.35,4,2,-28
93996822,996,0,12,-12.4,21,-9,-11
64642778,1029,0,13,-4.9,20,4,13
60955011,986,1,6,-1.5,6,-16,15
64503613,1108,0,0,-18.25,-4,5,-68
127268374,1340.5,1,4,-25.15,11,-8,-21
116171780,1112,1,9,11.65,4,-7,5
84071002,1198,1,21,3.15,17,3,4
120064537,1264,1,-6,-21.3,9,7,11
93483666,902.5,1,-25,8.85,-30,-6,8
115994400,980,1,20,8.65,24,-18,38
117713526,904,0,8,-14.3,10,-7,13
105774630,965.5,1,-4,-9.5,-7,-15,-15
59240185,1103.5,1,19,-7.5,19,-6,-5
99013162,1362.5,1,9,-38,10,-5,-43
79371518,967,1,1,-3.05,5,-1,38
66884567,1144,0,-2,-16.8,-9,7,-14
94793959,1291,1,-5,-1.7,-20,-4,29
94599209,1138,0,-1,1.85,5,7,-20
93754786,1161,1,-14,-10,-16,-9,-105
56597322,1612.5,1,4,-9.3,5,2,-8
85205142,1079.5,1,-5,-2.95,-14,4,34
111168038,1134,0,1,2.4,3,-14,-20
109494482,1165,1,-1,-15,-22,12,46
122909829,982.5,1,-4,-18.05,-8,2,12
87167629,938,1,0,-18.5,5,-11,2
92137872,1902,1,12,6.6,17,-2,13
69599985,1028.5,0,19,4.4,15,10,17
80868297,1897.5,1,-4,-50.95,1,-4,23
93375654,975.5,0,15,14.05,21,9,24
133637628,955,1,-9,-3.15,-1,-4,-31
79629716,1344.5,0,12,7.2,20,-1,32
70027405,1404,0,-2,-13.6,4,7,21
127876528,1341.5,1,-15,8.15,-20,-4,34
100817322,1088.5,0,2,-13.8,-5,-4,-24
96314767,1123,0,1,-8,6,-9,8
90661864,990.5,0,2,-16.05,8,-6,-48
120900303,1109,1,10,-14.15,2,-5,-82
91550427,985.5,1,10,-14.45,11,-1,13
61371762,913.5,1,-7,-5.95,-28,-9,16
82934770,1755.5,0,-3,3.7,-9,8,35
64076179,1524.5,1,-6,-13.25,4,6,83
134896915,1117.5,0,7,-0.2,11,15,-16
74631210,1302,1,1,-25.95,-6,-4,-37
86053007,1052.5,1,11,7.7,5,-3,-6
50443146,1174.5,1,-21,-7.85,-15,-10,11
58366016,1093,1,9,-19.6,8,-7,22
93280591,1036.5,0,-3,-8.5,-18,6,-52
126067142,1090.5,1,-22,-19.6,-33,-7,70
92742601,1394,1,8,-10.65,-8,-2,-22
127347957,1474.5,1,4,-49.75,16,-4,-29
120463083,963,1,10,25.75,14,1,5
141303545,1050.5,1,7,-1.8,10,-9,29
78785423,1006.5,0,15,-4.25,3,-3,-11
90266738,1309.5,0,-17,-24.45,-20,-4,-48
133483894,988,0,-17,6.3,-9,-1,-17
130781076,1358.5,0,22,27.05,22,-2,36
60763017,918,1,2,-6.35,-4,-6,-18
60382022,1415,0,-8,-31.15,2,-10,-25
110257748,953,1,-17,-9.35,-21,-18,3
128492109,1649,1,-6,-31.35,-11,-3,-53
69764177,941,0,-5,3.9,-1,-13,50
125274350,1679.5,1,8,-21.65,4,30,16
125853725,1103,1,0,3.5,-1,-7,-3
111472079,1211.5,1,16,-27.3,4,5,-19
86838600,1247.5,1,-13,7.85,-13,11,47
58759441,1227,0,-5,11.65,-10,0,52
114848621,979.5,0,13,-12.9,23,7,39
81869529,1094,0,3,-24.2,2,5,2
99491955,910.5,0,-9,-2.85,-18,2,-2
90302882,1026,1,-6,-33.1,-20,4,-44
131469304,1183,0,-19,-18.05,-27,-5,-40
80575397,1349,1,-5,-1.45,-4,-5,11
74697429,1077.5,0,8,7.15,-2,11,73
109679633,1003,0,10,-4.95,11,20,-179
139538537,1657.5,1,-2,-20.2,-3,-4,-2
52344312,1287,1,-8,4.05,-19,2,-15
71564061,1170.5,1,-9,-42.55,-37,-13,-77
108133157,1118.5,1,3,6.15,25,-8,54
55960575,1119.5,0,4,-10.6,9,2,-20
133137150,1581,1,2,12.8,0,-2,12
76685765,1028,0,-3,-0.05,-9,-4,6
115625226,1117.5,0,6,-1.3,29,17,-4
63106428,1915.5,0,4,-0.65,21,6,19
95709070,1204.5,1,-19,-6.65,-17,-8,5
61297452,1064,1,-5,-5.75,-9,-2,-12
82802972,1828,1,11,-21.8,9,13,5
110707525,1144,0,-2,-14.65,-9,-4,-36
132880926,1376.5,0,-10,-25.15,-11,-8,-32
132599868,1036,0,9,-13.75,32,16,13
137438623,1045,1,4,-0.85,13,6,6
94170247,1123.5,1,-5,-6.3,-1,2,-67
52166463,1404,1,-1,-3.55,0,-16,-18
96088396,1253,0,-5,-26.2,-2,-8,-4
132525332,1416,1,10,14.8,14,7,43
128052311,995,1,1,-34.1,8,-14,0
109599961,1309,0,-10,-11.75,-1,-12,47
71095385,918.5,1,-7,3.75,-7,-4,0
71433881,1385,1,-4,-15.75,-1,-14,-20
124922107,973,0,-4,-24.7,-25,8,52
113306430,1249.5,0,5,-26.85,-1,-7,16
57157833,1005,0,-3,1.8,-8,-3,-6
122710172,956.5,0,-7,1.8,1,14,6
129330655,1095.5,0,-2,-8.8,1,8,-20
129992737,1109.5,0,0,-11.45,-1,-6,47
69628652,1331,1,-13,-0.15,-7,3,27
73927219,1134,0,0,-6.25,4,21,40
125580448,1811.5,0,20,-14.25,21,13,38
86708056,1007,0,-3,-9.25,-6,-4,-33
112696977,1063.5,0,-1,-21.85,12,9,-20
114653855,983.5,0,-7,-2.95,-12,1,-26
118827720,1204,1,-12,-6.55,-23,-2,-4
116317507,1038,1,8,-18.15,10,-1,20
124484625,982.5,0,11,-34.85,13,1,-4
76744576,1166.5,1,1,5.35,19,-1,34
89558900,1513,0,-25,-13.9,-17,-14,-44
102699883,1062,1,1,-22.6,-20,3,-15
51632666,1067,0,-18,5.15,-20,1,11
110340946,1009,1,-5,-13.65,6,-8,14
52676881,1057.5,1,-6,-18.7,-4,-9,-8
84787539,1563,1,4,17.35,-8,2,-11
135443634,1012,0,16,9.45,37,11,15
139484143,911,1,14,-12.25,-3,6,-7
63336298,1030.5,1,4,13.25,2,2,32
83140453,1176.5,1,-6,-26.75,-30,-11,-20
93496780,1219,1,-16,-17.7,-9,3,-65
113627155,1284,1,10,9.6,14,-3,15
120544766,1703,1,-2,-33.3,-4,-7,13
118960170,1364,0,-4,-8.15,0,7,-22
108567965,1551,1,-5,-39.6,-13,-4,-48
65880418,905.5,1,4,-10.8,-7,3,0
122052563,1224.5,1,-5,5.85,-2,0,33
134967784,1345,1,-12,-26.1,-1,-2,-3
49493721,987,0,-8,4.65,-6,-12,17
50548708,1045,1,-16,2.05,-16,10,16
133779555,925,0,-2,2.95,-1,6,21
62676224,1242,1,-27,-13.3,-33,-3,-46
127728224,1252,1,2,-21.05,-2,0,5
92045864,1741,0,5,-3.25,1,4,3
